StockKeyLabel,AssessmentYear,AssessmentKey,StockDatabaseID,StockKey,FLim,Fpa,Bpa,Blim,FMSY,MSYBtrigger,Fmanagement,Bmanagement,RecruitmentAge,RecruitmentLength
cod.27.47d20,2019,12948,2310,169077,0.54,0.39,150000,107000,0.31,150000,NA,NA,1,NA
cod.27.47d20,2019,13211,2310,169077,0.54,0.39,150000,107000,0.31,150000,NA,NA,1,NA
cod.27.5a,2019,11516,2314,169083,0.74,0.58,160000,125000,NA,220000,NA,NA,3,NA
cod.27.5b1,2019,13236,2382,169082,0.9,0.69,29226.38,21000,0.23,29226.38,NA,NA,1,NA
cod.27.5b2,2019,13248,2313,169081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod.27.6a,2019,12995,2316,169088,0.77,0.55,20000,14000,0.29,20000,NA,NA,1,NA
cod.27.6b,2017,8794,1332,169087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cod.27.7a,2019,12938,2365,169085,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
cod.27.7e-k,2019,12980,2311,169078,0.807,0.5764,10300,7300,0.353,10300,NA,NA,1,NA
cyo.27.nea,2019,13051,2317,169091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dab.27.22-32,2017,8809,1335,169092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dab.27.3a4,2019,13184,2319,169093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dgs.27.nea,2018,10262,1612,169094,NA,NA,NA,NA,NA,683340,NA,NA,0,NA
ele.2737.nea,2019,13226,2329,169095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fle.27.2223,2019,10399,2253,169096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fle.27.2425,2019,10395,2286,169097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fle.27.2628,2017,8414,1527,169098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fle.27.2729-32,2017,8406,1528,169099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fle.27.3a4,2019,12954,2386,169100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gag.27.nea,2019,13048,2321,169101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gfb.27.nea,2018,9459,1614,169102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ghl.27.1-2,2019,12920,2323,169103,NA,NA,5e+05,NA,NA,NA,NA,NA,1,NA
ghl.27.561214,2019,11511,2324,169104,1.7,NA,NA,0.3,1,0.5,NA,NA,NA,NA
gug.27.3a47d,2018,9825,1617,169105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
guq.27.nea,2019,13052,2326,169106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gur.27.3-8,2019,13132,2274,169107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
had.27.1-2,2019,12960,2328,169110,0.77,0.47,80000,50000,0.35,80000,NA,NA,3,NA
had.27.46a20,2019,12946,2266,169108,0.39,0.28,132000,94000,0.19,132000,NA,NA,0,NA
had.27.46a20,2019,13204,2266,169108,0.39,0.28,132000,94000,0.19,132000,NA,NA,0,NA
had.27.5a,2019,10483,2151,169112,NA,NA,NA,35500,NA,NA,NA,NA,2,NA
had.27.5b,2019,13256,2383,169111,0.54,0.4,22843,16780,0.165,22843,NA,NA,1,NA
had.27.6b,2019,13108,2367,169114,1.06,0.71,3712,2474,0.168,3712,NA,NA,1,NA
had.27.7a,2019,12969,2363,169113,0.53,0.38,4160,2994,0.28,4280,NA,NA,0,NA
had.27.7b-k,2019,12976,2327,169109,1.41,0.89,10000,6700,0.4,10000,NA,NA,0,NA
her.27.1-24a514a,2019,13087,2152,169123,0.291,0.227,3184000,2500000,0.157,3184000,NA,NA,2,NA
her.27.20-24,2019,12592,2375,169118,0.45,0.35,150000,120000,0.31,150000,NA,NA,0,NA
her.27.25-2932,2019,10408,2156,169115,0.52,0.41,6e+05,430000,0.22,6e+05,NA,NA,1,NA
her.27.28,2019,10404,2153,169124,0.88,0.63,57100,40800,0.32,60000,NA,NA,1,NA
her.27.3031,2019,12738,2341,169673,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
her.27.3a47d,2019,10365,2376,169119,0.34,0.3,9e+05,8e+05,0.26,1400000,NA,NA,0,NA
her.27.5a,2019,12899,2154,169125,0.61,0.45,NA,NA,0.22,NA,NA,NA,3,NA
her.27.6a7bc,2019,10348,2295,169120,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
her.27.irls,2019,10329,2374,169121,0.45,0.27,54000,34000,0.26,54000,NA,NA,1,NA
her.27.nirs,2019,10343,2366,169122,0.397,0.286,11831,8500,0.266,11831,NA,NA,1,NA
hke.27.3a46-8abd,2019,13059,2155,169126,0.84,0.6,56000,40000,0.27,56000,NA,NA,0,NA
hke.27.8c9a,2019,12760,2296,169127,1.05,0.75,11100,8000,0.25,11100,NA,NA,0,NA
hom.27.2a4a5b6a7a-ce-k8,2019,13097,2350,169130,0.103,0.074,1168272,834480,0.074,1168272,NA,NA,0,NA
hom.27.3a4bc7d,2019,13147,2351,169128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hom.27.9a,2019,13062,2345,169129,0.19,0.11,181000,103000,0.11,181000,NA,NA,0,NA
jaa.27.10a2,2018,10069,1663,169131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ldb.27.7b-k8abd,2019,12853,2357,169785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ldb.27.8c9a,2019,12893,2131,169140,0.57,0.41,4600,3300,0.193,4600,NA,NA,0,NA
lem.27.3a47d,2019,13003,2387,169132,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
lez.27.4a6a,2019,12855,2129,169138,NA,NA,0.5,0.3,1,0.5,NA,NA,NA,NA
lez.27.6b,2019,13168,2130,169139,NA,NA,NA,NA,1,0.5,NA,NA,NA,NA
lin.27.1-2,2019,12907,2125,169133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lin.27.3a4a6-91214,2019,12911,2128,169136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lin.27.5a,2019,12664,2127,169135,NA,NA,9930,7090,NA,9930,NA,NA,3,NA
lin.27.5b,2019,12728,2126,169134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mac.27.nea,2019,10375,2349,169137,0.46,0.37,2500000,1990000,0.23,2500000,NA,NA,0,NA
mac.27.nea,2019,13094,2349,169137,0.46,0.37,2500000,1990000,0.23,2500000,NA,NA,0,NA
meg.27.7b-k8abd,2019,13001,2132,169141,0.53,0.45,41800,37000,0.191,41800,NA,NA,1,NA
meg.27.8c9a,2019,12956,2133,169142,0.45,0.32,980,700,0.191,980,NA,NA,1,NA
mon.27.78abd,2019,12991,2371,195876,0.53,0.36,22278,16032,0.28,22278,NA,NA,0,NA
mon.27.8c9a,2019,13044,2370,169056,0.56,0.4,2769,1993,0.24,6283,NA,NA,0,NA
mur.27.3a47d,2019,12936,2283,169143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mur.27.67a-ce-k89a,2017,9108,1522,169144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nep.fu.10,2018,9559,1640,169145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nep.fu.11,2019,13156,2135,169146,NA,NA,NA,NA,10.8,540,NA,NA,NA,NA
nep.fu.12,2019,13199,2136,169147,NA,NA,NA,NA,11.7,1020,NA,NA,NA,NA
nep.fu.13,2019,13200,2137,169148,NA,NA,NA,NA,15.1,580,NA,NA,NA,NA
nep.fu.14,2019,13203,2138,169149,NA,NA,NA,NA,11,350,NA,NA,NA,NA
nep.fu.15,2019,13232,2139,169150,NA,NA,NA,NA,18.2,3000,NA,NA,NA,NA
nep.fu.16,2019,13224,2140,169151,NA,NA,NA,NA,6.2,NA,NA,NA,NA,NA
nep.fu.17,2019,13138,2141,169152,NA,NA,NA,NA,8.5,540,NA,NA,NA,NA
nep.fu.19,2019,13225,2142,169153,NA,NA,NA,NA,9.3,430,NA,NA,NA,NA
nep.fu.2021,2019,13215,2356,169154,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
nep.fu.22,2019,13145,2199,169155,NA,NA,NA,NA,12.8,990,NA,NA,NA,NA
nep.fu.2324,2019,13194,2200,169156,NA,NA,NA,NA,7.7,NA,NA,NA,0,NA
nep.fu.25,2019,12992,2201,169157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nep.fu.2627,2019,12727,2202,169158,NA,NA,NA,NA,0.16,NA,NA,NA,NA,NA
nep.fu.2829,2019,12764,2203,169159,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
nep.fu.3-4,2019,12886,2208,169165,NA,NA,NA,NA,7.9,NA,NA,NA,NA,NA
nep.fu.30,2019,13222,2204,169160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nep.fu.31,2019,12923,2205,169161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nep.fu.32,2018,9653,1712,169162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nep.fu.33,2019,11501,2207,169163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nep.fu.34,2018,9560,1787,169164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nep.fu.34,2018,10254,1787,169164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nep.fu.5,2018,9610,1715,169166,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA
nep.fu.6,2019,10454,2210,169167,NA,NA,NA,NA,8.12,858,NA,NA,NA,NA
nep.fu.6,2019,13213,2210,169167,NA,NA,NA,NA,8.12,858,NA,NA,NA,NA
nep.fu.7,2019,10452,2211,169168,NA,NA,NA,NA,7.5,2.767,NA,NA,NA,NA
nep.fu.7,2019,13219,2211,169168,NA,NA,NA,NA,7.5,2.767,NA,NA,NA,NA
nep.fu.8,2019,10447,2212,169169,NA,NA,NA,NA,16.3,292,NA,NA,NA,NA
nep.fu.8,2019,13220,2212,169169,NA,NA,NA,NA,16.3,292,NA,NA,NA,NA
nep.fu.9,2019,10450,2213,169170,NA,NA,NA,NA,11.8,262,NA,NA,NA,NA
nop.27.3a4,2019,13166,2285,169174,NA,NA,65000,39450,NA,NA,NA,NA,0,NA
nop.27.6a,2018,9884,1720,169175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ory.27.nea,2016,7628,886,136613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pil.27.7,2019,13283,2347,194229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pil.27.8abd,2019,13288,2348,194230,0.757,0.539,78700,56300,0.453,78700,NA,NA,0,NA
pil.27.8c9a,2019,13273,2346,169255,0.156,0.118,252523,196334,0.032,252523,NA,NA,0,NA
pil.27.8c9a,2019,13842,2346,169255,0.156,0.118,252523,196334,0.032,252523,NA,NA,0,NA
ple.27.21-23,2019,13106,2143,169180,1.01,0.69,5550,4077,0.37,5550,NA,NA,1,NA
ple.27.24-32,2019,10416,2144,169181,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
ple.27.420,2019,12696,2353,169189,0.516,0.369,290203,207288,0.21,564599,NA,NA,1,NA
ple.27.420,2019,13217,2353,169189,0.516,0.369,290203,207288,0.21,564599,NA,NA,1,NA
ple.27.7a,2019,12868,2364,169188,0.495,0.355,5294,3958,0.196,8757,NA,NA,1,NA
ple.27.7bc,2017,8846,1397,169182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ple.27.7d,2019,11534,2149,169186,0.5,0.36,25826,18448,0.25,25826,NA,NA,1,NA
ple.27.7e,2019,12943,2150,169187,1.77108060687377,1.26793270719372,0.660096325968157,0.471497375691541,0.478996800495407,0.660096325968157,NA,NA,2,NA
ple.27.7fg,2019,12780,2148,169185,NA,NA,NA,NA,1,0.5,NA,NA,NA,NA
ple.27.7h-k,2019,13005,2146,169183,0.58354782250592,0.414907855451457,1.7433497149597,1.25456850796147,0.349325646041388,1.7433497149597,NA,NA,4,NA
ple.27.89a,2019,12641,2147,169184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pok.27.1-2,2019,11564,2189,169238,0.58,0.35,220000,136000,NA,NA,NA,NA,3,NA
pok.27.3a46,2019,12583,2188,169237,0.62,0.446,149098,107297,0.363,149098,NA,NA,3,NA
pok.27.5a,2019,12988,2250,169240,NA,NA,NA,44000,NA,NA,NA,NA,3,NA
pok.27.5b,2019,13265,2381,169239,0.7,0.52,41400,29571,0.3,41400,NA,NA,3,NA
pol.27.3a4,2018,9563,1666,169192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pol.27.67,2019,12790,2159,169191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pol.27.89a,2019,12993,2158,169190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
por.27.nea,2019,13039,2161,169193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pra.27.1-2,2019,13261,2216,169177,1.7,NA,NA,0.3,1,0.5,NA,NA,NA,NA
pra.27.3a4a,2019,10367,2355,169179,1,0.68,9900,6300,0.6,9900,NA,NA,0,NA
pra.27.4a,2019,13289,2217,169178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
raj.27.1012,2019,13034,2165,169197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
raj.27.3a47d,2019,13014,2162,169194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
raj.27.67a-ce-h,2018,10096,1670,169196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
raj.27.89a,2018,10097,1669,169195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
reb.2127.dp,2019,13178,2223,169264,0.182563496254552,0.131317602569064,1.2625185556225,0.902490885668766,0.131317602569064,1.2625185556225,NA,NA,5,NA
reb.2127.sp,2019,11558,2225,169266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
reb.27.1-2,2018,10161,1818,169262,NA,NA,315000,227000,NA,315000,NA,NA,2,NA
reb.27.14b,2019,10489,2224,169265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
reb.27.5a14,2019,10492,2222,169263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
reg.27.1-2,2018,9908,1817,169268,NA,NA,61600,44000,0.0525,NA,NA,NA,3,NA
reg.27.561214,2019,12940,2226,169267,0.226,0.163,220000,160000,0.097,220000,NA,NA,5,NA
reg.27.561214,2019,13333,2226,169267,0.226,0.163,220000,160000,0.097,220000,NA,NA,5,NA
rja.27.nea,2019,13027,2273,169199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rjb.27.3a4,2019,13018,2267,169200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rjb.27.67a-ce-k,2018,10016,1673,169202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rjc.27.3a47d,2019,13100,2268,169203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rjc.27.6,2018,9990,1678,169208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rjc.27.7afg,2018,9997,1674,169204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rjc.27.7e,2018,10002,1676,169206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rjc.27.8,2018,10098,1675,169205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rjc.27.9a,2018,10075,1677,169207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rje.27.7de,2018,9992,1680,169210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rje.27.7fg,2018,10153,1679,169209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rjf.27.67,2018,9986,1681,169211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rjh.27.4a6,2019,13011,2260,169212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rjh.27.4c7d,2019,13136,2269,169213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rjh.27.7afg,2018,10003,1682,169214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rjh.27.7e,2018,10028,1776,169215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rjh.27.9a,2018,10015,1683,169216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rji.27.67,2018,10031,1684,169217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rjm.27.3a47d,2019,13067,2179,169218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rjm.27.67bj,2018,10260,1767,169219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rjm.27.7ae-h,2018,10076,1768,169220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rjm.27.8,2018,10040,1686,169221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rjm.27.9a,2018,10149,1687,169222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rjn.27.3a4,2019,13022,2271,169223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rjn.27.678abd,2018,10211,1782,169224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rjn.27.8c,2018,10250,1783,169225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rjn.27.9a,2018,10035,1688,169226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rjr.27.23a4,2019,13024,2272,169227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rju.27.7bj,2018,9987,1769,169228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rju.27.7de,2018,10041,1689,169232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rju.27.8ab,2018,10029,1762,169229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rju.27.8c,2018,9991,1763,169230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rju.27.9a,2018,10072,1764,169231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rng.27.1245a8914ab,2019,12718,2187,169236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rng.27.3a,2018,9477,1692,169235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rng.27.5a10b12ac14b,2019,12629,2184,169233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rng.27.5b6712b,2018,9513,1691,169234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sal.27.22-31,2019,12871,2339,169241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sal.27.32,2019,12808,2340,169242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
san.27.6a,2018,9877,1704,169253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
san.sa.1r,2019,10322,2191,169246,NA,NA,145000,110000,NA,NA,NA,NA,0,NA
san.sa.2r,2019,10323,2192,169247,NA,NA,84000,56000,NA,NA,NA,NA,0,NA
san.sa.3r,2019,10321,2193,169248,NA,NA,129000,80000,NA,NA,NA,NA,0,NA
san.sa.4,2019,10320,2194,169249,NA,NA,102000,48000,NA,NA,NA,NA,0,NA
san.sa.5r,2019,10310,2195,169250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
san.sa.6,2019,10311,2196,169251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
san.sa.7r,2019,10312,2197,169252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sbr.27.10,2019,12909,2220,169258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sbr.27.6-8,2018,9898,1724,169256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sbr.27.9,2018,9889,1725,169257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sck.27.nea,2019,13049,2221,169259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sdv.27.nea,2019,13102,2241,169290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sho.27.67,2019,13054,2264,169261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sho.27.89a,2019,13130,2259,169260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sol.27.20-24,2019,10426,2234,169277,0.315,0.23,2600,1850,0.23,2600,NA,NA,1,NA
sol.27.4,2019,11568,2235,169278,0.62,0.44,37000,26300,0.2,37000,NA,NA,1,NA
sol.27.4,2019,13207,2235,169278,0.62,0.44,37000,26300,0.2,37000,NA,NA,1,NA
sol.27.7a,2019,12903,2233,169276,0.29,0.21,3500,2500,0.2,3500,NA,NA,2,NA
sol.27.7bc,2017,8869,1481,169269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sol.27.7d,2019,13195,2354,169274,1.21383792376596,0.864967641638451,0.933890173454547,0.667082113018288,0.553579290648609,0.933890173454547,NA,NA,1,NA
sol.27.7e,2019,12765,2232,169275,0.44,0.32,2900,2000,0.29,2900,NA,NA,2,NA
sol.27.7fg,2019,12877,2231,169273,0.587,0.42,2228,1592,0.297,2228,NA,NA,1,NA
sol.27.7h-k,2019,13006,2228,169270,0.936708860759494,0.675105485232067,1.10886816093554,0.798760963385772,0.679324894514768,1.10886816093554,NA,NA,3,NA
sol.27.8ab,2019,12958,2230,169272,0.6,0.43,10600,7600,0.33,10600,NA,NA,2,NA
sol.27.8c9a,2019,12880,2229,169271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spr.27.22-32,2019,12942,2236,169279,0.39,0.32,570000,410000,0.26,570000,NA,NA,1,NA
spr.27.3a4,2019,10361,1857,197909,NA,NA,125000,94000,NA,NA,NA,NA,0,NA
spr.27.67a-cf-k,2019,10347,2297,169280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spr.27.7de,2019,10351,2390,169281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
syc.27.3a47d,2019,13103,2237,169284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
syc.27.67a-ce-j,2019,13047,2240,169287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
syc.27.8abd,2019,13120,2239,169286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
syc.27.8c9a,2019,13128,2238,169285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
syt.27.67,2019,13109,2265,169288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
trs.27.22-32,2019,12866,2242,169291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tur.27.22-32,2018,9401,1749,169293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tur.27.3a,2019,11581,2282,169294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tur.27.4,2019,11537,2359,169295,0.61,0.43,4163,2974,0.36,6353,NA,NA,1,NA
usk.27.1-2,2019,12740,2244,169296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
usk.27.12ac,2019,12749,2246,169298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
usk.27.3a45b6a7-912b,2019,12766,2247,169299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
usk.27.5a14,2019,12966,2245,169297,NA,NA,6240,4460,NA,6240,NA,NA,3,NA
usk.27.6b,2018,9462,1754,169300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
whb.27.1-91214,2019,13090,2249,169301,0.88,0.53,2250000,1500000,0.32,2250000,NA,NA,1,NA
whg.27.3a,2019,11499,2278,169306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
whg.27.47d,2019,11587,2384,169302,0.458,0.33,166708,119970,0.172,166708,NA,NA,0,NA
whg.27.6a,2018,9792,1786,169308,0.27,0.19,44600,31900,0.18,44600,NA,NA,1,NA
whg.27.6b,2018,9880,1785,169307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
whg.27.7a,2019,12975,2362,169305,0.371,0.225,16300,10000,0.219,16300,NA,NA,0,NA
whg.27.7b-ce-k,2019,12990,2251,169303,1.12,0.8,35000,25000,0.52,35000,NA,NA,0,NA
whg.27.89a,2019,12898,2252,169304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wit.27.3a47d,2019,12955,2385,169309,0.3,0.2,4745,3069,0.154,4745,NA,NA,1,NA
